Dataset	Cell_type	NGENES	BETA	BETA_STD	SE	P	P.adj.pds	P.adj
DropViz_all_level2	PC.Mural_Acta2Rgs5Rgs5.13_3	14974	-0.0098595	-0.027639	0.0056096	0.96058	1	1
DropViz_all_level2	TH.Mural_Rgs5Acta2_Cnn1.5_1	14974	-0.010387	-0.027804	0.0058578	0.96189	1	1
DropViz_all_level2	GP.Endothelial_Stalk_Flt1_Cdkn1c.7_2	14974	-0.010204	-0.027905	0.0057394	0.96228	1	1
DropViz_all_level2	CB.Choroid_Plexus_Ttr.9_1	14974	-0.008205	-0.022722	0.0046037	0.96263	1	1
DropViz_all_level2	CB.Endothelial_Stalk_Flt1_Car4.10_2	14974	-0.008182	-0.024169	0.0045495	0.96393	1	1
DropViz_all_level2	SN.Endothelial_Stalk_Flt1_Vwf.12_4	14974	-0.0098325	-0.027189	0.0054461	0.96448	1	1
DropViz_all_level2	STR.Astrocyte_Gja1_Sparc-Car2.4_2	14974	-0.012023	-0.031547	0.0066518	0.96464	1	1
DropViz_all_level2	STR.Polydendrocye_Tnr_Bmp4.5_2	14974	-0.010281	-0.029989	0.0056634	0.96526	1	1
DropViz_all_level2	STR.Neuron_Slc17a6_Oprk1.13_6	14974	-0.0072763	-0.02351	0.0039863	0.96601	1	1
DropViz_all_level2	STR.Neuron_Slc17a7_Cplx3.13_7	14974	-0.011048	-0.033046	0.006042	0.96625	1	1
DropViz_all_level2	CB.Mural_Acta2Rgs5_Rgs5.11_5	14974	-0.0061587	-0.019242	0.0033538	0.96684	1	1
DropViz_all_level2	TH.Endothelial_Stalk_Flt1_Gkn3.4_1	14974	-0.010602	-0.028818	0.0057659	0.96702	1	1
DropViz_all_level2	FC.Microglia_C1qb_Tmem119-Fos.11_4	14974	-0.0062249	-0.019674	0.0033713	0.96757	1	1
DropViz_all_level2	FC.Endothelial_Tip_Dcn_Coch.14_3	14974	-0.0090517	-0.026185	0.004877	0.96826	1	1
DropViz_all_level2	ENT.Mural_Rgs5Acta2_Pdgfa.3_3	14974	-0.0069008	-0.021419	0.003673	0.96986	1	1
DropViz_all_level2	STR.Polydendrocye_Tnr_Pdgfa.5_3	14974	-0.01021	-0.029677	0.0053961	0.97075	1	1
DropViz_all_level2	FC.Endothelial_Stalk_Flt1_Cfh.12_4	14974	-0.012102	-0.032575	0.006365	0.97136	1	1
DropViz_all_level2	HC.Ependymal_Ccdc153.11_1	14974	-0.010382	-0.027322	0.0054493	0.97161	1	1
DropViz_all_level2	HC.Endothelial_Stalk_Flt1_Cdkn2b.15_1	14974	-0.011694	-0.031596	0.0060434	0.9735	1	1
DropViz_all_level2	TH.Endothelial_Stalk_Flt1_Car4.4_3	14974	-0.011466	-0.031106	0.0058714	0.97457	1	1
DropViz_all_level2	HC.Endothelial_Stalk_Flt1_Lcn2.15_2	14974	-0.010115	-0.028624	0.005149	0.97526	1	1
DropViz_all_level2	FC.Endothelial_Tip_Dcn_Inmt.14_5	14974	-0.0077151	-0.023825	0.0039191	0.97549	1	1
DropViz_all_level2	STR.Endothelial_Stalk_Flt1_Gkn3.7_2	14974	-0.010919	-0.030294	0.0055179	0.97607	1	1
DropViz_all_level2	HC.Neurogenesis_Sox4_Ppp2r2b.13_6	14974	-0.01125	-0.033254	0.0056848	0.97608	1	1
DropViz_all_level2	SN.Mural_Rgs5Acta2_Fos.13_5	14974	-0.0088596	-0.02559	0.0044288	0.97727	1	1
DropViz_all_level2	SN.Mural_Rgs5Acta2_Cd9.13_3	14974	-0.011241	-0.030338	0.0055802	0.97801	1	1
DropViz_all_level2	PC.Mural_Acta2Rgs5_Abcc9.13_5	14974	-0.0077634	-0.024456	0.0038019	0.97942	1	1
DropViz_all_level2	PC.Endothelial_Stalk_Flt1_Gm9946.12_3	14974	-0.01305	-0.035304	0.0063842	0.97952	1	1
DropViz_all_level2	GP.Endothelial_Stalk_Flt1_Apold1.7_1	14974	-0.011262	-0.031374	0.0054906	0.97987	1	1
DropViz_all_level2	FC.Endothelial_Stalk_Flt1_Car4.12_3	14974	-0.013597	-0.036412	0.006628	0.97988	1	1
DropViz_all_level2	GP.Mural_Rgs5Acta2_Kcnj8.8_2	14974	-0.0098935	-0.029065	0.0048186	0.97996	1	1
DropViz_all_level2	GP.Mural_Rgs5Acta2_Acta2.8_1	14974	-0.011826	-0.032092	0.0057002	0.98098	1	1
DropViz_all_level2	SN.Endothelial_Stalk_Flt1_Car4.12_3	14974	-0.011974	-0.032658	0.0057416	0.98148	1	1
DropViz_all_level2	FC.Mural_Rgs5Acta2_Cnn1.13_1	14974	-0.01318	-0.035201	0.0062819	0.98204	1	1
DropViz_all_level2	SN.Endothelial_Stalk_Flt1_Cdkn1c.12_1	14974	-0.012065	-0.032857	0.0056526	0.98359	1	1
DropViz_all_level2	ENT.Neuron_Gad1Gad2_Otx2.4_11	14974	-0.0080093	-0.026099	0.0037357	0.98398	1	1
DropViz_all_level2	PC.Mural_Acta2Rgs5_Fos.13_2	14974	-0.0077315	-0.02387	0.0036032	0.98404	1	1
DropViz_all_level2	SN.Mural_Rgs5Acta2_Rgs5.13_1	14974	-0.011877	-0.032746	0.0054381	0.98551	1	1
DropViz_all_level2	CB.Endothelial_Tip_Dcn_Nnat.11_1	14974	-0.0092772	-0.02678	0.0042307	0.98583	1	1
DropViz_all_level2	GP.Mural_Rgs5Acta2_Lmcd1.8_3	14974	-0.0086926	-0.026727	0.0039426	0.98626	1	1
DropViz_all_level2	GP.Endothelial_Stalk_Flt1_Angpt2.7_6	14974	-0.012622	-0.034771	0.0057135	0.98641	1	1
DropViz_all_level2	FC.Endothelial_Tip_Dcn_Dapl1.14_2	14974	-0.011449	-0.03231	0.0051774	0.98649	1	1
DropViz_all_level2	ENT.Endothelial_Tip_Dcn.3_2	14974	-0.0085873	-0.026088	0.0038785	0.98658	1	1
DropViz_all_level2	FC.Endothelial_Tip_Dcn_1500015O10Rik.14_1	14974	-0.012178	-0.034337	0.0054842	0.9868	1	1
DropViz_all_level2	PC.Polydendrocyte_Tnr_Dlx1.10_2	14974	-0.010712	-0.03223	0.0048169	0.98691	1	1
DropViz_all_level2	ENT.Endothelial_Stalk_Flt1_Tgfb2.2_3	14974	-0.011573	-0.0328	0.0051823	0.98723	1	1
DropViz_all_level2	STR.Astrocyte_Gja1_Notum.4_3	14974	-0.013197	-0.036241	0.0059072	0.98725	1	1
DropViz_all_level2	TH.Endothelial_Stalk_Flt1_Pi16.4_2	14974	-0.0080085	-0.025187	0.0035494	0.98797	1	1
DropViz_all_level2	FC.Mural_Rgs5Acta2_Ccnd1.13_2	14974	-0.014342	-0.038469	0.006347	0.98807	1	1
DropViz_all_level2	FC.Neuron_Slc17a6_Reln.11_2	14974	-0.0095961	-0.030591	0.0042193	0.98852	1	1
DropViz_all_level2	STR.Neurogenesis_Sox4_Hist1h2al.2_5	14974	-0.012718	-0.035878	0.0054555	0.99012	1	1
DropViz_all_level2	FC.Endothelial_Stalk_Flt1_Gkn3.12_1	14974	-0.015369	-0.040953	0.0065715	0.99032	1	1
DropViz_all_level2	CB.Endothelial_Tip_Dcn_Apod.11_2	14974	-0.0091405	-0.027028	0.0038339	0.99143	1	1
DropViz_all_level2	GP.Endothelial_Tip_Dcn_Col15a1.9_2	14974	-0.011449	-0.032967	0.0047681	0.99182	1	1
DropViz_all_level2	HC.Endothelial_Tip_Dcn_Rbp4.17_1	14974	-0.013361	-0.036563	0.005499	0.99244	1	1
DropViz_all_level2	PC.Mural_Acta2Rgs5_Kcnj8-Abcc9.13_4	14974	-0.010739	-0.032785	0.0044017	0.99265	1	1
DropViz_all_level2	HC.Mural_Rgs5Acta2_Col3a1.16_4	14974	-0.0094789	-0.029556	0.0037699	0.99403	1	1
DropViz_all_level2	PC.Endothelial_Stalk_Flt1_Car4.12_1	14974	-0.015804	-0.043333	0.0062513	0.99426	1	1
DropViz_all_level2	HC.Neurogenesis_Sox4_Gad2.13_4	14974	-0.010046	-0.03187	0.0039546	0.99446	1	1
DropViz_all_level2	STR.Neurogenesis_Sox4_Stmn2-Csrp2.2_4	14974	-0.011898	-0.035478	0.0046333	0.99488	1	1
DropViz_all_level2	HC.Endothelial_Tip_Dcn_Mgp.17_3	14974	-0.012248	-0.035331	0.0047686	0.99489	1	1
DropViz_all_level2	HC.Endothelial_Tip_Dcn_Il33.17_4	14974	-0.011573	-0.033964	0.0045057	0.99489	1	1
DropViz_all_level2	GP.Endothelial_Tip_Dcn_Mgp.9_1	14974	-0.012759	-0.036468	0.0049612	0.99494	1	1
DropViz_all_level2	STR.Neurogenesis_Sox4_Stmn2.2_2	14974	-0.013066	-0.038864	0.0050398	0.99523	1	1
DropViz_all_level2	ENT.Endothelial_Stalk_Flt1_Car4.2_1	14974	-0.013773	-0.03871	0.0052973	0.99533	1	1
DropViz_all_level2	HC.Neurogenesis_Sox4_Hist1h2al.13_2	14974	-0.01426	-0.041036	0.0054232	0.99572	1	1
DropViz_all_level2	FC.Endothelial_Tip_Dcn_Col15a1.14_4	14974	-0.016079	-0.044192	0.0060993	0.9958	1	1
DropViz_all_level2	TH.Mural_Rgs5Acta2_Car4.5_2	14974	-0.016211	-0.043251	0.0061188	0.99596	1	1
DropViz_all_level2	ENT.Mural_Rgs5Acta2_Ccnd1.3_4	14974	-0.012492	-0.036276	0.00464	0.99645	1	1
DropViz_all_level2	HC.Mural_Rgs5Acta2_Cnn1.16_1	14974	-0.016165	-0.04359	0.0059261	0.99681	1	1
DropViz_all_level2	SN.Endothelial_Tip_Dcn_Ifitm1.14_2	14974	-0.012673	-0.035571	0.0046234	0.99693	1	1
DropViz_all_level2	CB.Mural_Acta2Rgs5_Kcnj8.11_4	14974	-0.0092731	-0.029317	0.0033696	0.99703	1	1
DropViz_all_level2	CB.Mural_Acta2Rgs5_Acta2.11_3	14974	-0.011135	-0.033759	0.0040109	0.99725	1	1
DropViz_all_level2	HC.Endothelial_Tip_Dcn_Agt.17_2	14974	-0.010814	-0.032185	0.0038711	0.99739	1	1
DropViz_all_level2	HC.Mural_Rgs5Acta2_Ccnd1.16_2	14974	-0.015593	-0.043346	0.0055201	0.99763	1	1
DropViz_all_level2	SN.Mural_Rgs5Acta2_Cbr2.13_4	14974	-0.013749	-0.038533	0.0048576	0.99767	1	1
DropViz_all_level2	GP.Mural_Rgs5Acta2_Pappa2.8_5	14974	-0.0096035	-0.030187	0.003317	0.9981	1	1
DropViz_all_level2	FC.Mural_Rgs5Acta2_Abcc9.13_3	14974	-0.016787	-0.047617	0.00576	0.99822	1	1
DropViz_all_level2	CB.Endothelial_Stalk_Flt1_Lrg1.10_3	14974	-0.013649	-0.040583	0.0045756	0.99857	1	1
DropViz_all_level2	STR.Mural_Rgs5Acta2_Kcnj8.8_4	14974	-0.013268	-0.039874	0.0043597	0.99883	1	1
DropViz_all_level2	FC.Mural_Rgs5Acta2_Col3a1.13_4	14974	-0.014261	-0.042114	0.0046449	0.99893	1	1
DropViz_all_level2	TH.Endothelial_Tip_Dcn_Nenf.6_2	14974	-0.014759	-0.041974	0.0047678	0.99902	1	1
DropViz_all_level2	SN.Endothelial_Tip_Dcn_Mgp.14_1	14974	-0.014802	-0.041883	0.0047578	0.99907	1	1
DropViz_all_level2	STR.Mural_Rgs5Acta2_Cnn1.8_2	14974	-0.013465	-0.039739	0.0043184	0.99909	1	1
DropViz_all_level2	STR.Endothelial_Stalk_Flt1_Car4.7_1	14974	-0.018732	-0.051139	0.0059918	0.99911	1	1
DropViz_all_level2	STR.Endothelial_Tip_Dcn.9_1	14974	-0.018223	-0.051049	0.0056983	0.99931	1	1
DropViz_all_level2	STR.Neurogenesis_Sox4_Notum.2_6	14974	-0.01453	-0.043852	0.0045024	0.99937	1	1
DropViz_all_level2	STR.Neurogenesis_Sox4_Ung.2_1	14974	-0.017795	-0.050979	0.0054881	0.99941	1	1
DropViz_all_level2	HC.Mural_Rgs5Acta2_Kcnj8.16_3	14974	-0.016395	-0.047824	0.0049787	0.9995	1	1
DropViz_all_level2	STR.Mural_Rgs5Acta2_Col3a1.8_5	14974	-0.011986	-0.037665	0.0036221	0.99953	1	1
DropViz_all_level2	SN.Mural_Rgs5Acta2_Kcnj8.13_2	14974	-0.012566	-0.038891	0.0036861	0.99967	1	1
DropViz_all_level2	GP.Endothelial_Tip_Dcn_Ifitm1.9_3	14974	-0.016379	-0.046487	0.0047947	0.99968	1	1
DropViz_all_level2	HC.Neurogenesis_Sox4_Efhd2.13_1	14974	-0.018353	-0.053587	0.0053414	0.9997	1	1
DropViz_all_level2	STR.Mural_Rgs5Acta2_Ccnd1.8_3	14974	-0.017224	-0.049767	0.0049326	0.99976	1	1
DropViz_CB_level1	Neuron	14974	0.031711	0.085664	0.0063279	2.7357e-07	2.46213e-06	0.0015265206
DropViz_CB_level1	Oligodendrocyte	14974	0.011011	0.030032	0.0068637	0.054339	0.489051	1
DropViz_CB_level1	Astrocyte	14974	0.010187	0.027262	0.0071025	0.075755	0.681795	1
DropViz_CB_level1	Polydendrocyte	14974	0.00044865	0.001382	0.0044274	0.45964	1	1
DropViz_CB_level1	Microglia	14974	-0.0015236	-0.0046941	0.0043389	0.63726	1	1
DropViz_CB_level1	Choroid_plexus	14974	-0.0044381	-0.01229	0.0054969	0.79027	1	1
DropViz_CB_level1	Endothelial_stalk	14974	-0.0066183	-0.018743	0.0063996	0.84946	1	1
DropViz_CB_level1	Endothelial_tip	14974	-0.013114	-0.035529	0.0059418	0.98634	1	1
DropViz_CB_level1	Mural	14974	-0.016523	-0.044645	0.0058101	0.99777	1	1
DropViz_CB_level2	Neuron_Gad1Gad2_Pvalb-Nefh.3_1	14974	0.025674	0.07277	0.0066075	5.1285e-05	0.001282125	0.2861703
DropViz_CB_level2	Neuron_Gad1Gad2_Pvalb-Cadm1.3_3	14974	0.020027	0.059874	0.0056155	0.00018151	0.00453775	1
DropViz_CB_level2	Neuron_Gad1Gad2_Pvalb-Rab3b.3_2	14974	0.021939	0.063773	0.0063518	0.00027696	0.006924	1
DropViz_CB_level2	Neuron_Gad1Gad2_Lgi2.4_2	14974	0.016847	0.049158	0.0056976	0.001556	0.0389	1
DropViz_CB_level2	Neuron_Gad1Gad2_Pvalb-Chrm2.3_4	14974	0.014771	0.043904	0.0055909	0.0041258	0.103145	1
DropViz_CB_level2	Neuron_Gad1Gad2_Pcp2.2_1	14974	0.014439	0.041108	0.0060948	0.0089239	0.2230975	1
DropViz_CB_level2	Neuron_Slc17a7_Gabra6.1_1	14974	0.018155	0.051112	0.0078293	0.010207	0.255175	1
DropViz_CB_level2	Neuron_Slc17a6_Nrgn.4_3	14974	0.010278	0.03186	0.0046147	0.012974	0.32435	1
DropViz_CB_level2	Neuron_Slc17a6_Sln.4_1	14974	0.0095379	0.02803	0.0060594	0.057748	1	1
DropViz_CB_level2	Oligodendroyte_Trf_Il33.6_1	14974	0.010048	0.027741	0.0066627	0.065775	1	1
DropViz_CB_level2	Gja1_Gfap.8_1	14974	0.0011558	0.0035923	0.0040681	0.38816	1	1
DropViz_CB_level2	Gja1_Htra1.8_2	14974	0.00050773	0.0014418	0.0060192	0.46639	1	1
DropViz_CB_level2	Polydendrocyte_Tnr_Tnr.6_3	14974	-0.00092125	-0.0028377	0.0040846	0.58922	1	1
DropViz_CB_level2	Astrocyte_Gja_Slc1a3.7_1	14974	-0.0020044	-0.0054659	0.0071884	0.60981	1	1
DropViz_CB_level2	Oligodendrocyte_Trf_Klk6.6_2	14974	-0.002107	-0.0061139	0.0050132	0.66286	1	1
DropViz_CB_level2	Microglia_C1qb_Mrc1-Tmem119.5_1	14974	-0.0024939	-0.0076835	0.0040144	0.73278	1	1
DropViz_CB_level2	Endothelial_Stalk_Flt1_Mgp.10_1	14974	-0.0063265	-0.018773	0.0051918	0.88848	1	1
DropViz_CB_level2	Choroid_Plexus_Ttr.9_1	14974	-0.0065991	-0.018275	0.0051048	0.90194	1	1
DropViz_CB_level2	Endothelial_Stalk_Flt1_Car4.10_2	14974	-0.0075151	-0.022199	0.0052863	0.92242	1	1
DropViz_CB_level2	Endothelial_Tip_Dcn_Nnat.11_1	14974	-0.0093671	-0.02704	0.0047487	0.97572	1	1
DropViz_CB_level2	Mural_Acta2Rgs5_Rgs5.11_5	14974	-0.0073095	-0.022837	0.0037006	0.97587	1	1
DropViz_CB_level2	Endothelial_Tip_Dcn_Apod.11_2	14974	-0.010493	-0.031027	0.0042918	0.99275	1	1
DropViz_CB_level2	Endothelial_Stalk_Flt1_Lrg1.10_3	14974	-0.013825	-0.041107	0.0052336	0.99587	1	1
DropViz_CB_level2	Mural_Acta2Rgs5_Acta2.11_3	14974	-0.012004	-0.036394	0.0045215	0.99603	1	1
DropViz_CB_level2	Mural_Acta2Rgs5_Kcnj8.11_4	14974	-0.011097	-0.035082	0.0037352	0.99851	1	1
DropViz_ENT_level1	Neuron	14974	0.029129	0.076233	0.0063685	2.4132e-06	1.68924e-05	0.013465656
DropViz_ENT_level1	Polydendrocyte	14974	0.018752	0.050285	0.0091053	0.019735	0.138145	1
DropViz_ENT_level1	Oligodendrocyte	14974	0.015392	0.039891	0.0091822	0.046856	0.327992	1
DropViz_ENT_level1	Astrocyte	14974	0.0019488	0.0052891	0.0073502	0.39546	1	1
DropViz_ENT_level1	Endothelial_stalk	14974	-0.013457	-0.037207	0.007177	0.96959	1	1
DropViz_ENT_level1	Mural	14974	-0.015155	-0.039546	0.0069796	0.98504	1	1
DropViz_ENT_level1	Endothelial_tip	14974	-0.014347	-0.043586	0.004931	0.99819	1	1
DropViz_ENT_level2	Neuron_Gad1Gad2_Pvalb-Ntng1.4_8	14974	0.02249	0.06426	0.0059375	7.6278e-05	0.00266973	0.42563124
DropViz_ENT_level2	Neuron_Gad1Gad2_Pvalb-Gfra2.4_7	14974	0.027482	0.075447	0.0072934	8.2589e-05	0.002890615	0.46084662
DropViz_ENT_level2	Neuron_Gad1Gad2_Dlk1.4_4	14974	0.027016	0.073572	0.0073076	0.00010947	0.00383145	0.6108426
DropViz_ENT_level2	Neuron_Gad1Gad2-Slc17a6_Cbln1.4_3	14974	0.019807	0.057182	0.0059768	0.00046112	0.0161392	1
DropViz_ENT_level2	Neuron_Slc17a6_Pitx2.4_6	14974	0.022301	0.06101	0.0069912	0.00071334	0.0249669	1
DropViz_ENT_level2	Neuron_Gad1Gad2_Pvalb-Spp1.4_9	14974	0.014445	0.04209	0.0053101	0.0032653	0.1142855	1
DropViz_ENT_level2	Neuron_Gad1Gad2_Tcf7l2.4_5	14974	0.013546	0.040181	0.0056108	0.0078915	0.2762025	1
DropViz_ENT_level2	Neuron_Gad1Gad2_Six3-Pvalb.4_2	14974	0.015415	0.04412	0.0064058	0.0080619	0.2821665	1
DropViz_ENT_level2	Neuron_Gad1Gad2-Chat.4_12	14974	0.0077338	0.024486	0.0037593	0.019841	0.694435	1
DropViz_ENT_level2	Neuron_Gad1Gad2_Pmch.4_10	14974	0.007197	0.022819	0.0037059	0.026077	0.912695	1
DropViz_ENT_level2	Polydendrocyte_Tnr_Cspg5.6_1	14974	0.012099	0.034757	0.0065072	0.0315	1	1
DropViz_ENT_level2	Oligodendrocyte_Trf_Ctps.1_5	14974	0.0045292	0.012423	0.0073724	0.2695	1	1
DropViz_ENT_level2	Oligodendrocyte_Trf_Serpinb1a.1_1	14974	0.0039829	0.010716	0.0083431	0.31654	1	1
DropViz_ENT_level2	Oligodendrocyte_Trf_Ndrg2.1_3	14974	0.0019153	0.0051466	0.0086825	0.41271	1	1
DropViz_ENT_level2	Oligodendrocyte_Trf_Il33.1_4	14974	0.0012548	0.0033678	0.0084968	0.4413	1	1
DropViz_ENT_level2	Neuron_Slc17a7_Zbtb20.4_1	14974	0.00064763	0.0020133	0.0044126	0.44166	1	1
DropViz_ENT_level2	Oligodendrocyte_Trf_Klk6.1_2	14974	0.00096238	0.0025941	0.0079137	0.4516	1	1
DropViz_ENT_level2	Astrocyte_Gja1_Htra1.7_2	14974	0.00036746	0.00099883	0.0066661	0.47802	1	1
DropViz_ENT_level2	Polydendrocyte_Tnr_Ctps.5_3	14974	-0.00044447	-0.0012558	0.0064637	0.52741	1	1
DropViz_ENT_level2	Polydendrocyte_Tnr_Pdgfa.5_2	14974	-0.0016226	-0.0046197	0.006613	0.59691	1	1
DropViz_ENT_level2	Oligodendrocyte_Trf_Ndrg2.8_2	14974	-0.0036196	-0.0096948	0.0056463	0.73925	1	1
DropViz_ENT_level2	Astrocyte_Gja1_Myoc.7_1	14974	-0.0055366	-0.016361	0.0049564	0.868	1	1
DropViz_ENT_level2	Polydendrocyte_Tnr_Bmp4.5_1	14974	-0.0083096	-0.024217	0.0065006	0.89941	1	1
DropViz_ENT_level2	Neuron_Gad1Gad2_Otx2.4_11	14974	-0.0051251	-0.016701	0.0036619	0.91917	1	1
DropViz_ENT_level2	Mural_Rgs5Acta2_Cnn1.3_5	14974	-0.0068029	-0.020033	0.0048356	0.92025	1	1
DropViz_ENT_level2	Mural_Rgs5Acta2_Kcnj8.3_1	14974	-0.0063913	-0.019492	0.004482	0.92305	1	1
DropViz_ENT_level2	Oligodendrocyte_Trf_Cldn11.8_1	14974	-0.0085144	-0.02428	0.0056292	0.93479	1	1
DropViz_ENT_level2	Mural_Rgs5Acta2_Junb.3_6	14974	-0.0054239	-0.016552	0.0034264	0.94327	1	1
DropViz_ENT_level2	Endothelial_Stalk_Flt1_Gkn3.2_4	14974	-0.011386	-0.032126	0.005888	0.97342	1	1
DropViz_ENT_level2	Endothelial_Stalk_Flt1_Vwf.2_2	14974	-0.010327	-0.030025	0.0052742	0.97488	1	1
DropViz_ENT_level2	Mural_Rgs5Acta2_Pdgfa.3_3	14974	-0.0084219	-0.02614	0.003967	0.98311	1	1
DropViz_ENT_level2	Endothelial_Tip_Dcn.3_2	14974	-0.010214	-0.031031	0.0041933	0.99257	1	1
DropViz_ENT_level2	Endothelial_Stalk_Flt1_Tgfb2.2_3	14974	-0.014863	-0.042124	0.0059756	0.99356	1	1
DropViz_ENT_level2	Endothelial_Stalk_Flt1_Car4.2_1	14974	-0.017744	-0.049873	0.0061192	0.99813	1	1
DropViz_ENT_level2	Mural_Rgs5Acta2_Ccnd1.3_4	14974	-0.015591	-0.045276	0.0052137	0.9986	1	1
DropViz_FC_level1	Neuron	14974	0.03374	0.089399	0.0075488	3.9474e-06	3.55266e-05	0.022026492
DropViz_FC_level1	Oligodendrocyte	14974	0.01844	0.048083	0.0089566	0.019763	0.177867	1
DropViz_FC_level1	Polydendrocyte	14974	0.016999	0.044543	0.010352	0.050299	0.452691	1
DropViz_FC_level1	Astrocyte	14974	0.011398	0.029262	0.0092968	0.11011	0.99099	1
DropViz_FC_level1	Macrophage	14974	-0.0033513	-0.0093777	0.0065941	0.69435	1	1
DropViz_FC_level1	Endothelial_stalk	14974	-0.011314	-0.03027	0.0079524	0.92258	1	1
DropViz_FC_level1	Microglia	14974	-0.0096255	-0.025409	0.0063924	0.93393	1	1
DropViz_FC_level1	Endothelial_tip	14974	-0.02182	-0.056855	0.008541	0.99468	1	1
DropViz_FC_level1	Mural	14974	-0.024055	-0.063369	0.0086534	0.99728	1	1
DropViz_FC_level2	Neuron_Gad1Gad2_Pvalb.2_7	14974	0.028954	0.079467	0.01014	0.0021528	0.1743768	1
DropViz_FC_level2	Neuron_Gad1Gad2_Cplx3-Reln.1_2	14974	0.02712	0.074908	0.010988	0.0067959	0.5504679	1
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Nnat.7_2	14974	0.025884	0.072137	0.010565	0.0071495	0.5791095	1
DropViz_FC_level2	Neuron_Slc17a7-Slc17a8_Syt6-Cplx3.3_10	14974	0.025486	0.070888	0.010646	0.0083418	0.6756858	1
DropViz_FC_level2	Neuron_Gad1Gad2_Cplx3.1_1	14974	0.025349	0.069655	0.010735	0.0091116	0.7380396	1
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Lsamp.7_3	14974	0.026428	0.072233	0.011801	0.012567	1	1
DropViz_FC_level2	Neuron_Gad1Gad2_Pvalb-Necab1.2_9	14974	0.021991	0.060038	0.010361	0.016907	1	1
DropViz_FC_level2	Neuron_Gad1Gad2_Pvalb-Nefm.2_8	14974	0.019518	0.053495	0.0094053	0.018993	1	1
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Slc24a2.3_6	14974	0.016655	0.046497	0.008387	0.02354	1	1
DropViz_FC_level2	Neuron_Gad1Gad2_Cplx3-Crim1.1_9	14974	0.01681	0.048042	0.0084763	0.023683	1	1
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Nefm.7_6	14974	0.022473	0.06125	0.011785	0.02827	1	1
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Ndnf.7_1	14974	0.020514	0.056753	0.01078	0.028533	1	1
DropViz_FC_level2	Neuron_Gad1Gad2_Pvalb-Unc5b.2_6	14974	0.014219	0.040879	0.007489	0.028814	1	1
DropViz_FC_level2	Neuron_Gad1Gad2_Synpr-Pcdh11x.1_6	14974	0.019947	0.054954	0.010518	0.028958	1	1
DropViz_FC_level2	Neuron_Gad1Gad2-Slc17a8_Synpr-Sncg-Yjefn3.1_10	14974	0.017291	0.047907	0.0095322	0.034852	1	1
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Slc30a3.3_5	14974	0.020002	0.055092	0.011232	0.037491	1	1
DropViz_FC_level2	Neuron_Slc17a7-Slc17a6_Nptxr-Rorb.6_3	14974	0.021353	0.058163	0.0121	0.038815	1	1
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Cadm2.7_5	14974	0.013422	0.037398	0.007627	0.039236	1	1
DropViz_FC_level2	Neuron_Gad1Gad2_Synpr-Sncg.1_11	14974	0.015684	0.043745	0.0092963	0.045802	1	1
DropViz_FC_level2	Neuron_Gad1Gad2_Synpr-Dpy19l1.1_7	14974	0.014211	0.040479	0.0084577	0.04647	1	1
DropViz_FC_level2	Neuron_Gad1Gad2_Sst-Calb2.2_3	14974	0.014221	0.040108	0.0089148	0.055342	1	1
DropViz_FC_level2	Neuron_Gad1Gad2_Synpr-Crispld2.1_4	14974	0.014306	0.040035	0.0091802	0.059589	1	1
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Cyp26b1.3_4	14974	0.017817	0.04912	0.011853	0.0664	1	1
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Tshz2.7_7	14974	0.014548	0.04052	0.0097669	0.068182	1	1
DropViz_FC_level2	Neuron_Gad1Gad2_Sst-Nr2f2.2_5	14974	0.013418	0.03736	0.0094836	0.078565	1	1
DropViz_FC_level2	Neuron_Slc17a7_Nptxr-Calb1.6_1	14974	0.015701	0.042683	0.011701	0.089831	1	1
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema5a.3_1	14974	0.014798	0.040619	0.012091	0.1105	1	1
DropViz_FC_level2	Neuron_Slc17a6-Slc17a7-Slc17a8_Fezf2_Slc17a8.4_1	14974	0.014397	0.039551	0.011982	0.11479	1	1
DropViz_FC_level2	Neuron_Slc17a7_Nptxr-Drd1.6_6	14974	0.0040269	0.012601	0.0034104	0.11886	1	1
DropViz_FC_level2	Neuron_Gad1Gad2-Th_Nr4a2.2_10	14974	0.01023	0.028555	0.0087906	0.12228	1	1
DropViz_FC_level2	Neuron_Slc17a7_Nptxr-Deptor.6_4	14974	0.013672	0.037245	0.012707	0.14098	1	1
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Lypd1.3_7	14974	0.012121	0.033349	0.01199	0.15602	1	1
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Kit.3_12	14974	0.011489	0.031777	0.012236	0.17388	1	1
DropViz_FC_level2	Neuron_Slc17a6-Slc17a7_Nr4a2.5_1	14974	0.010677	0.029218	0.011418	0.17489	1	1
