Cell_Type,NGENES,BETA,BETA_STD,SE,P,P.adj.pds,P.adj,cond_state,cond_cell_type,step3,Dataset,Source,TYPE,FULL_NAME
CB.Mural_Acta2Rgs5_Rgs5.11_5,14974,-0.0061587,-0.019242,0.0033538,0.96684,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,CB.Mural_Acta2Rgs5_Rgs5.11_5
CB.Neuron_Gad1Gad2_Pcp2.2_1,14974,0.0023409,0.0066648,0.0062731,0.35451,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,CB.Neuron_Gad1Gad2_Pcp2.2_1
CB.Neuron_Gad1Gad2_Pvalb-Nef...,14974,0.011718,0.033214,0.0072172,0.052237,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,CB.Neuron_Gad1Gad2_Pvalb-Nefh.3_1
CB.Neuron_Gad1Gad2_Pvalb-Rab...,14974,0.0083374,0.024235,0.0067713,0.10912,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,CB.Neuron_Gad1Gad2_Pvalb-Rab3b.3_2
CB.Neuron_Gad1Gad2_Pvalb-Cad...,14974,0.0095956,0.028687,0.0058806,0.05138,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,CB.Neuron_Gad1Gad2_Pvalb-Cadm1.3_3
CB.Neuron_Gad1Gad2_Pvalb-Chr...,14974,0.0033722,0.010023,0.0060214,0.28774,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,CB.Neuron_Gad1Gad2_Pvalb-Chrm2.3_4
CB.Neuron_Slc17a6_Sln.4_1,14974,-0.00273,-0.0080229,0.0061222,0.67217,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,CB.Neuron_Slc17a6_Sln.4_1
CB.Neuron_Gad1Gad2_Lgi2.4_2,14974,0.0049333,0.014395,0.0063723,0.21942,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,CB.Neuron_Gad1Gad2_Lgi2.4_2
CB.Neuron_Slc17a6_Nrgn.4_3,14974,0.0014108,0.0043732,0.0050855,0.39073,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,CB.Neuron_Slc17a6_Nrgn.4_3
CB.Microglia_C1qb_Mrc1-Tmem1...,14974,-0.0036212,-0.011157,0.0036958,0.83641,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,CB.Microglia_C1qb_Mrc1-Tmem119.5_1
CB.Oligodendroyte_Trf_Il33.6...,14974,-0.00072063,-0.0019895,0.0060861,0.54713,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,CB.Oligodendroyte_Trf_Il33.6_1
CB.Oligodendrocyte_Trf_Klk6....,14974,-0.0055815,-0.016196,0.004579,0.88855,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,CB.Oligodendrocyte_Trf_Klk6.6_2
CB.Polydendrocyte_Tnr_Tnr.6_3,14974,-0.0033267,-0.010247,0.0038379,0.80697,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,CB.Polydendrocyte_Tnr_Tnr.6_3
CB.Astrocyte_Gja_Slc1a3.7_1,14974,-0.0094865,-0.025869,0.0062027,0.93691,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,CB.Astrocyte_Gja_Slc1a3.7_1
CB.Gja1_Gfap.8_1,14974,-0.00071154,-0.0022115,0.0037545,0.57516,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,CB.Gja1_Gfap.8_1
CB.Gja1_Htra1.8_2,14974,-0.005414,-0.015374,0.0053734,0.84316,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,CB.Gja1_Htra1.8_2
CB.Choroid_Plexus_Ttr.9_1,14974,-0.008205,-0.022722,0.0046037,0.96263,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,CB.Choroid_Plexus_Ttr.9_1
FC.Neuron_Gad1Gad2_Cplx3.1_1,14974,0.025011,0.068727,0.0097718,0.0052456,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Gad1Gad2_Cplx3.1_1
FC.Neuron_Gad1Gad2-Slc17a8_S...,14974,0.018276,0.050637,0.0089766,0.020884,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Gad1Gad2-Slc17a8_Synpr-Sncg-Yjefn3.1_10
FC.Neuron_Gad1Gad2_Synpr-Snc...,14974,0.016826,0.04693,0.0088179,0.028198,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Gad1Gad2_Synpr-Sncg.1_11
FC.Neuron_Gad1Gad2_Cplx3-Rel...,14974,0.026438,0.073023,0.0099591,0.0039743,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Gad1Gad2_Cplx3-Reln.1_2
FC.Neuron_Gad1Gad2_Synpr-Nna...,14974,0.0017882,0.0051914,0.0073043,0.4033,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Gad1Gad2_Synpr-Nnat.1_3
FC.Neuron_Gad1Gad2_Synpr-Cri...,14974,0.015534,0.043472,0.0086612,0.036459,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Gad1Gad2_Synpr-Crispld2.1_4
FC.Neuron_Gad1Gad2-Chat_Synp...,14974,0.011448,0.031512,0.0096959,0.11886,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Gad1Gad2-Chat_Synpr-Slc5a7.1_5
FC.Neuron_Gad1Gad2_Synpr-Pcd...,14974,0.020756,0.057183,0.0097829,0.016942,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Gad1Gad2_Synpr-Pcdh11x.1_6
FC.Neuron_Gad1Gad2_Synpr-Dpy...,14974,0.015267,0.043488,0.008022,0.028522,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Gad1Gad2_Synpr-Dpy19l1.1_7
FC.Neuron_Gad1Gad2_Cplx3-Dpy...,14974,0.0069607,0.020552,0.0064758,0.14122,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Gad1Gad2_Cplx3-Dpy19l1.1_8
FC.Neuron_Gad1Gad2_Cplx3-Cri...,14974,0.017486,0.049975,0.0079099,0.013536,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Gad1Gad2_Cplx3-Crim1.1_9
FC.Polydendrocyte_Tnr_Cspg5....,14974,0.0074106,0.020256,0.008213,0.18346,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Polydendrocyte_Tnr_Cspg5.10_1
FC.Polydendrocyte_Tnr_Dlx1.1...,14974,-0.0089398,-0.025567,0.0057845,0.93887,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Polydendrocyte_Tnr_Dlx1.10_2
FC.Polydendrocyte_Tnr_Pdgfa....,14974,-0.0037059,-0.010312,0.0068545,0.70562,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Polydendrocyte_Tnr_Pdgfa.10_3
FC.Polydendrocyte_Tnr_Opalin...,14974,-0.0023172,-0.006581,0.0055939,0.66065,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Polydendrocyte_Tnr_Opalin.10_4
FC.Polydendrocyte_Tnr_Bmp4-_...,14974,-0.011065,-0.030807,0.0072042,0.93772,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Polydendrocyte_Tnr_Bmp4-_Ptgds.10_5
FC.Polydendrocyte_Tnr_Bmp4-G...,14974,0.001646,0.0046688,0.0071103,0.40847,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Polydendrocyte_Tnr_Bmp4-Gpr17.10_6
FC.Microglia_C1qb_Tmem119.11...,14974,-0.0034568,-0.0091024,0.0070187,0.68882,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Microglia_C1qb_Tmem119.11_1
FC.Neuron_Slc17a6_Reln.11_2,14974,-0.0095961,-0.030591,0.0042193,0.98852,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a6_Reln.11_2
FC.Macrophage_C1qb_Mrc1.11_3,14974,-0.003612,-0.010107,0.0052279,0.75518,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Macrophage_C1qb_Mrc1.11_3
FC.Microglia_C1qb_Tmem119-Fo...,14974,-0.0062249,-0.019674,0.0033713,0.96757,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Microglia_C1qb_Tmem119-Fos.11_4
FC.Endothelial_Stalk_Flt1_Gk...,14974,-0.015369,-0.040953,0.0065715,0.99032,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Endothelial_Stalk_Flt1_Gkn3.12_1
FC.Endothelial_Stalk_Flt1_Mg...,14974,-0.0030303,-0.0086224,0.0051096,0.72342,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Endothelial_Stalk_Flt1_Mgp.12_2
FC.Endothelial_Stalk_Flt1_Ca...,14974,-0.013597,-0.036412,0.006628,0.97988,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Endothelial_Stalk_Flt1_Car4.12_3
FC.Endothelial_Stalk_Flt1_Cf...,14974,-0.012102,-0.032575,0.006365,0.97136,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Endothelial_Stalk_Flt1_Cfh.12_4
FC.Endothelial_Stalk_Flt1_Lr...,14974,-0.0068298,-0.020594,0.0043096,0.94348,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Endothelial_Stalk_Flt1_Lrg1.12_5
FC.Mural_Rgs5Acta2_Cnn1.13_1,14974,-0.01318,-0.035201,0.0062819,0.98204,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Mural_Rgs5Acta2_Cnn1.13_1
FC.Mural_Rgs5Acta2_Ccnd1.13_2,14974,-0.014342,-0.038469,0.006347,0.98807,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Mural_Rgs5Acta2_Ccnd1.13_2
FC.Mural_Rgs5Acta2_Abcc9.13_3,14974,-0.016787,-0.047617,0.00576,0.99822,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Mural_Rgs5Acta2_Abcc9.13_3
FC.Mural_Rgs5Acta2_Col3a1.13...,14974,-0.014261,-0.042114,0.0046449,0.99893,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Mural_Rgs5Acta2_Col3a1.13_4
FC.Endothelial_Tip_Dcn_15000...,14974,-0.012178,-0.034337,0.0054842,0.9868,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Endothelial_Tip_Dcn_1500015O10Rik.14_1
FC.Endothelial_Tip_Dcn_Dapl1...,14974,-0.011449,-0.03231,0.0051774,0.98649,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Endothelial_Tip_Dcn_Dapl1.14_2
FC.Endothelial_Tip_Dcn_Coch....,14974,-0.0090517,-0.026185,0.004877,0.96826,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Endothelial_Tip_Dcn_Coch.14_3
FC.Endothelial_Tip_Dcn_Col15...,14974,-0.016079,-0.044192,0.0060993,0.9958,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Endothelial_Tip_Dcn_Col15a1.14_4
FC.Endothelial_Tip_Dcn_Inmt....,14974,-0.0077151,-0.023825,0.0039191,0.97549,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Endothelial_Tip_Dcn_Inmt.14_5
FC.Neuron_Gad1Gad2_Sst-Chodl...,14974,0.0075238,0.02141,0.0070759,0.14383,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Gad1Gad2_Sst-Chodl.2_1
FC.Neuron_Gad1Gad2-Th_Nr4a2....,14974,0.011778,0.032876,0.0083402,0.078962,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Gad1Gad2-Th_Nr4a2.2_10
FC.Neuron_Gad1Gad2_Sst-Pdyn....,14974,0.0086364,0.023806,0.008816,0.16364,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Gad1Gad2_Sst-Pdyn.2_2
FC.Neuron_Gad1Gad2_Sst-Calb2...,14974,0.015357,0.043313,0.0083443,0.03286,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Gad1Gad2_Sst-Calb2.2_3
FC.Neuron_Gad1Gad2_Sst-Crh.2...,14974,0.010917,0.030177,0.0091092,0.11539,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Gad1Gad2_Sst-Crh.2_4
FC.Neuron_Gad1Gad2_Sst-Nr2f2...,14974,0.014793,0.041189,0.0087657,0.04575,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Gad1Gad2_Sst-Nr2f2.2_5
FC.Neuron_Gad1Gad2_Pvalb-Unc...,14974,0.015069,0.043322,0.0071821,0.017958,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Gad1Gad2_Pvalb-Unc5b.2_6
FC.Neuron_Gad1Gad2_Pvalb.2_7,14974,0.028521,0.078279,0.0094584,0.0012853,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Gad1Gad2_Pvalb.2_7
FC.Neuron_Gad1Gad2_Pvalb-Nef...,14974,0.020282,0.055591,0.0089023,0.011361,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Gad1Gad2_Pvalb-Nefm.2_8
FC.Neuron_Gad1Gad2_Pvalb-Nec...,14974,0.022256,0.060761,0.0095059,0.0096162,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Gad1Gad2_Pvalb-Necab1.2_9
FC.Neuron_Slc17a7_Syt6-Sema5...,14974,0.016127,0.044265,0.0098481,0.050771,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7_Syt6-Sema5a.3_1
FC.Neuron_Slc17a7-Slc17a8_Sy...,14974,0.024018,0.066803,0.0092266,0.004624,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7-Slc17a8_Syt6-Cplx3.3_10
FC.Neuron_Slc17a7_Syt6-Bdnf....,14974,0.0080555,0.023331,0.0072879,0.13452,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7_Syt6-Bdnf.3_11
FC.Neuron_Slc17a7_Syt6-Kit.3...,14974,0.013927,0.038519,0.0099171,0.080126,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7_Syt6-Kit.3_12
FC.Neuron_Slc17a7_Syt6-Fos.3...,14974,0.010087,0.028144,0.0093788,0.14108,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7_Syt6-Fos.3_13
FC.Neuron_Slc17a7_Syt6-Etv1....,14974,0.0083879,0.02367,0.0088676,0.17211,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7_Syt6-Etv1.3_2
FC.Neuron_Slc17a7_Syt6-Efna5...,14974,0.013252,0.036375,0.0098203,0.088612,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7_Syt6-Efna5.3_3
FC.Neuron_Slc17a7_Syt6-Cyp26...,14974,0.018073,0.049824,0.0096751,0.030893,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7_Syt6-Cyp26b1.3_4
FC.Neuron_Slc17a7_Syt6-Slc30...,14974,0.019532,0.053799,0.0092882,0.017746,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7_Syt6-Slc30a3.3_5
FC.Neuron_Slc17a7_Syt6-Slc24...,14974,0.017031,0.047549,0.0073901,0.010601,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7_Syt6-Slc24a2.3_6
FC.Neuron_Slc17a7_Syt6-Lypd1...,14974,0.014307,0.039363,0.0098012,0.072193,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7_Syt6-Lypd1.3_7
FC.NeuronSlc17a7-Slc17a6_Syt...,14974,0.0095941,0.02652,0.0099669,0.16788,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.NeuronSlc17a7-Slc17a6_Syt6-Nnat.3_8
FC.Neuron_Slc17a7_Syt6-Sema3...,14974,0.010211,0.028216,0.0096935,0.14609,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7_Syt6-Sema3c.3_9
FC.Neuron_Slc17a6-Slc17a7-Sl...,14974,0.016097,0.044224,0.010418,0.061166,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a6-Slc17a7-Slc17a8_Fezf2_Slc17a8.4_1
FC.Neuron_Slc17a6-Slc17a7_Fe...,14974,0.007877,0.022402,0.0080074,0.16264,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a6-Slc17a7_Fezf2_3110035E14Rik.4_2
FC.Neuron_Slc17a6-Slc17a7_Nr...,14974,0.013168,0.036035,0.0097135,0.087617,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a6-Slc17a7_Nr4a2.5_1
FC.Neuron_Slc17a7_Nptxr-Calb...,14974,0.016793,0.045651,0.0097467,0.042463,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7_Nptxr-Calb1.6_1
FC.Neuron_Slc17a7_Nptxr-Ndst...,14974,0.0082941,0.022876,0.009503,0.1914,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7_Nptxr-Ndst4.6_2
FC.Neuron_Slc17a7-Slc17a6_Np...,14974,0.020671,0.056305,0.009982,0.019196,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7-Slc17a6_Nptxr-Rorb.6_3
FC.Neuron_Slc17a7_Nptxr-Dept...,14974,0.015503,0.042233,0.010155,0.063446,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7_Nptxr-Deptor.6_4
FC.Neuron_Slc17a7_Nptxr-Fos....,14974,0.010234,0.028216,0.0094093,0.13837,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7_Nptxr-Fos.6_5
FC.Neuron_Slc17a7_Nptxr-Drd1...,14974,0.0047295,0.0148,0.0033461,0.078778,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7_Nptxr-Drd1.6_6
FC.Neuron_Slc17a7_Parm1_Ndnf...,14974,0.020169,0.055798,0.0092175,0.014338,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7_Parm1_Ndnf.7_1
FC.Neuron_Slc17a7_Parm1_Nnat...,14974,0.024191,0.067421,0.0091052,0.0039476,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7_Parm1_Nnat.7_2
FC.Neuron_Slc17a7_Parm1_Lsam...,14974,0.024201,0.066146,0.0098099,0.0068175,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7_Parm1_Lsamp.7_3
FC.Neuron_Slc17a7_Parm1_Fos....,14974,0.00021918,0.00067324,0.0051548,0.48304,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7_Parm1_Fos.7_4
FC.Neuron_Slc17a7_Parm1_Cadm...,14974,0.014408,0.040147,0.0069244,0.018736,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7_Parm1_Cadm2.7_5
FC.Neuron_Slc17a7_Parm1_Nefm...,14974,0.021521,0.058654,0.0098259,0.014263,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7_Parm1_Nefm.7_6
FC.Neuron_Slc17a7_Parm1_Tshz...,14974,0.015655,0.043602,0.0085772,0.033999,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Neuron_Slc17a7_Parm1_Tshz2.7_7
FC.Astrocyte_Gja1.8_1,14974,-0.0026014,-0.006728,0.0079208,0.6287,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Astrocyte_Gja1.8_1
FC.Astrocyte_Gja1_Myoc.8_2,14974,-0.0041062,-0.010675,0.0075455,0.70684,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Astrocyte_Gja1_Myoc.8_2
FC.Oligodendrocyte_Tnf_Igsf8...2,14974,0.00070666,0.0018603,0.0077666,0.46375,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Oligodendrocyte_Tnf_Igsf8.9_1
FC.Oligodendrocyte_Tnf_Igsf8...1,14974,-0.0010899,-0.0030087,0.0062407,0.56932,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Oligodendrocyte_Tnf_Igsf8-Ctps.9_2
FC.Oligodendrocyte_Tnf_Kif5b...,14974,0.00031022,0.00081916,0.0080354,0.4846,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Oligodendrocyte_Tnf_Kif5b.9_3
FC.Oligodendrocyte_Tnf_Ptgds...,14974,0.0015028,0.0039257,0.0084973,0.42981,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Oligodendrocyte_Tnf_Ptgds.9_4
FC.Oligodendrocyte_Tnf_Klk6....,14974,0.0012094,0.0032181,0.0077212,0.43777,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,FC.Oligodendrocyte_Tnf_Klk6.9_5
PC.Neuron_Slc17a7_Syt6-Cplx3...,14974,0.022823,0.064012,0.008987,0.0055552,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,PC.Neuron_Slc17a7_Syt6-Cplx3.1_1
PC.Neuron_Slc17a7-Slc17a8_Sy...,14974,0.010456,0.031117,0.0062403,0.046925,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,PC.Neuron_Slc17a7-Slc17a8_Syt6-Lancl3.1_2
PC.Neuron_Slc17a7_Syt6-Tshz2...,14974,0.0076218,0.02124,0.0096467,0.21474,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,PC.Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3
PC.Neuron_Slc17a7_Syt6-Sla.1...,14974,0.015783,0.04375,0.010101,0.059086,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,PC.Neuron_Slc17a7_Syt6-Sla.1_4
PC.Neuron_Slc17a7_Syt6-Nnat....,14974,0.0061805,0.017571,0.0085184,0.23407,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,PC.Neuron_Slc17a7_Syt6-Nnat.1_5
PC.Neuron_Slc17a7_Syt6-Slc24...,14974,0.018748,0.054279,0.0064473,0.0018224,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,PC.Neuron_Slc17a7_Syt6-Slc24a2.1_6
PC.Neuron_Slc17a7_Syt6-Tox.1...,14974,0.015066,0.042118,0.0097199,0.060578,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,PC.Neuron_Slc17a7_Syt6-Tox.1_7
PC.Neuron_Slc17a7_Syt6-Nefm....,14974,0.01896,0.052554,0.0098573,0.027223,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,PC.Neuron_Slc17a7_Syt6-Nefm.1_8
PC.Neuron_Slc17a7_Syt6-Fos.1...,14974,0.016031,0.044812,0.0094435,0.044805,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,PC.Neuron_Slc17a7_Syt6-Fos.1_9
PC.Polydendrocyte_Tnr_Cspg5....,14974,0.0077179,0.021338,0.0078838,0.16381,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,PC.Polydendrocyte_Tnr_Cspg5.10_1
PC.Polydendrocyte_Tnr_Dlx1.1...,14974,-0.010712,-0.03223,0.0048169,0.98691,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,PC.Polydendrocyte_Tnr_Dlx1.10_2
PC.Polydendrocyte_Tnr_Tmsb4x...,14974,-0.0082781,-0.023388,0.0070892,0.87853,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,PC.Polydendrocyte_Tnr_Tmsb4x.10_3
PC.Polydendrocyte_Tnr_Lims2-...,14974,0.00036019,0.0010736,0.0058538,0.47547,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,PC.Polydendrocyte_Tnr_Lims2-Tmsb4x.10_4
PC.Microglia_C1qb_Tmem119.11...,14974,0.010326,0.027683,0.0069822,0.069596,,,,,,DropViz_all_level2,magma_celltype_DropViz_all_level2.gsa.out,COVAR,PC.Microglia_C1qb_Tmem119.11_1
