Trait1,Trait2,Trait1_code,Trait2_code,corr
Parkinson's disease,Longest period of depression,FH1262,INI4609,0.20721005449605
parkinsons disease,clopidogrel,HC206,MED1141168318,0.206936338433
Parkinson's disease,evorel 25 patch,FH1262,MED1140916790,0.206925378130657
parkinsons disease,celebrex 100mg capsule,HC206,MED1141176668,0.206531138671455
Parkinson's disease,doublebase gel,FH1262,MED1141174032,0.206324227485475
parkinsons disease,Weighted-mean MD in tract corticospinal tract (right),HC206,INI25524,0.205923312854769
parkinsons disease,cialis 20mg tablet,HC206,MED1141187818,0.205909917838245
parkinsons disease,L1-L4 average height,HC206,INI23201,0.205835479920573
Parkinson's disease,zirtek 10mg tablet,FH1262,MED1140862770,0.205782608870265
Parkinson's disease,prednisolone,FH1262,MED1140874930,0.205365116037994
Parkinson's disease,fracture jaw,FH1262,HC444,0.20534428635041
parkinsons disease,chlorpheniramine,HC206,MED1140883520,0.205098965598199
parkinsons disease,Traffic intensity on the nearest major road,HC206,INI24011,0.204989333769378
parkinsons disease,aprovel 75mg tablet,HC206,MED1141153006,0.204716136736032
parkinsons disease,LV end systolic volume,HC206,INI22422,0.204710495194061
parkinsons disease,warfarin,HC206,MED1140888266,0.204687369620635
Parkinson's disease,Volume of grey matter in Cuneal Cortex (right),FH1262,INI25845,0.204619720320729
Parkinson's disease,cardiomyopathy,FH1262,HC414,0.204535181871002
Parkinson's disease,multiple myeloma,FH1262,cancer1050,0.204376770677992
parkinsons disease,anal fissure,HC206,HC133,0.204254613994447
parkinsons disease,Weighted-mean FA in tract acoustic radiation (right),HC206,INI25489,0.204028257167946
Parkinson's disease,tendonitis/tendinitis/tenosynovitis,FH1262,HC412,0.204009862134083
parkinsons disease,trifluoperazine,HC206,MED1140868120,0.203894502711345
Parkinson's disease,Anterior thigh lean muscle volume (right),FH1262,INI22403,0.203804333347607
parkinsons disease,nabumetone,HC206,MED1140875336,0.203661363319933
Parkinson's disease,Weighted-mean OD in tract anterior thalamic radiation (left),FH1262,INI25679,0.203563090155935
parkinsons disease,"Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (right)",HC206,INI25807,0.203353363881027
Parkinson's disease,gaviscon liquid,FH1262,MED1140865354,0.203257388498327
parkinsons disease,testogel 50mg gel 5g sachet,HC206,MED1141193272,0.202992007144361
parkinsons disease,peripheral vascular disease,HC206,HC385,0.202955930039322
Parkinson's disease,celiprolol,FH1262,MED1140879762,0.202614376668551
Parkinson's disease,fracture fibula,FH1262,HC260,0.202531303505267
parkinsons disease,Pelvis bone area,HC206,INI23307,0.202406626256432
parkinsons disease,Inverted contrast-to-noise ratio in T1,HC206,INI25735,0.20239476250814
Parkinson's disease,eye and/or adnexal cancer,FH1262,cancer1030,0.202323327162919
parkinsons disease,flax oil tablet,HC206,MED1140911730,0.202276452019278
parkinsons disease,High blood pressure,HC206,FH1065,0.202241493405443
parkinsons disease,paraplegia,HC206,HC51,0.20219063208087
parkinsons disease,forceval capsule,HC206,MED1140870488,0.20207101121333
parkinsons disease,liquifilm tears 1.4% eye drops,HC206,MED1140878186,0.202038955687808
Parkinson's disease,diltiazem,FH1262,MED1140879806,0.201951691898135
parkinsons disease,Weighted-mean L3 in tract corticospinal tract (left),HC206,INI25631,0.201902107164544
Parkinson's disease,berocca effervescent tablet,FH1262,MED1141188210,0.201477367431822
Parkinson's disease,prochlorperazine,FH1262,MED1140868170,0.201440772307356
Parkinson's disease,flixonase 50micrograms aqueous nasal spray,FH1262,MED1140876076,0.201341112980928
Parkinson's disease,calcium carbonate+colecalciferol 1.25g/5micrograms tablet,FH1262,MED1141180936,0.201206801297141
parkinsons disease,formoterol,HC206,MED1141195224,0.200867447974129
parkinsons disease,viagra 50mg tablet,HC206,MED1141168946,0.20078727423257
Parkinson's disease,psoriatic arthropathy,FH1262,HC91,0.200501321773759
Parkinson's disease,questran 4g/sachet powder,FH1262,MED1140861936,0.200493178915335
Parkinson's disease,singulair 10mg tablet,FH1262,MED1141157132,0.200447491077522
parkinsons disease,Volume of grey matter in Intracalcarine Cortex (left),HC206,INI25828,0.200416699093343
parkinsons disease,Volume of grey matter in Middle Frontal Gyrus (right),HC206,INI25789,0.200353182128094
Parkinson's disease,eumovate cream,FH1262,MED1140882800,0.200307595813119
Parkinson's disease,"Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (right)",FH1262,INI25793,0.200202909434594
parkinsons disease,pregabalin,HC206,MED1141200004,0.199834169281909
Parkinson's disease,blepharitis/eyelid infection,FH1262,HC351,0.199486975685184
Parkinson's disease,tongue cancer,FH1262,cancer1011,0.1993279813609
Parkinson's disease,Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (right),FH1262,INI25482,0.199302828300113
Parkinson's disease,abdominal hernia,FH1262,HC117,0.199244976338816
Parkinson's disease,psychological/psychiatric problem,FH1262,HC420,0.198633556688158
Parkinson's disease,hypromellose,FH1262,MED1140875990,0.198605854780691
parkinsons disease,Total volume of white matter hyperintensities (from T1 and T2 FLAIR images),HC206,INI25781,0.198444467883923
Parkinson's disease,ursodeoxycholic acid,FH1262,MED1141173328,0.198185779360908
parkinsons disease,clarithromycin,HC206,MED1140873634,0.198075390402392
parkinsons disease,zomig 2.5mg tablet,HC206,MED1141150624,0.197983211071418
Parkinson's disease,nitromin 400micrograms cfc-free spray,FH1262,MED1141145630,0.197876017530567
parkinsons disease,naratriptan,HC206,MED1141151284,0.197723249967705
Parkinson's disease,herpes simplex,FH1262,HC226,0.197407267144334
parkinsons disease,triamcinolone,HC206,MED1140868426,0.197167163987197
Parkinson's disease,pioglitazone,FH1262,MED1141171646,0.196912108467786
Parkinson's disease,arthrotec tablet,FH1262,MED1140871266,0.196788903637398
Parkinson's disease,naramig 2.5mg tablet,FH1262,MED1141151288,0.196716745153583
Parkinson's disease,movelat cream,FH1262,MED1140875630,0.196695939915842
Parkinson's disease,elleste duet conti tablet,FH1262,MED1141156644,0.196524846146922
Parkinson's disease,Severe depression,FH1262,FH1286,0.196476395345319
parkinsons disease,travatan 40micrograms/ml eye drops,HC206,MED1141185326,0.196402831627224
parkinsons disease,sotalol,HC206,MED1140879854,0.196199883698769
Parkinson's disease,omacor 1g capsule,FH1262,MED1141181868,0.196161139933811
parkinsons disease,slozem 120mg m/r capsule,HC206,MED1140911698,0.195964576379358
parkinsons disease,mycophenolate,HC206,MED1140925978,0.195748808001229
Parkinson's disease,salmeterol,FH1262,MED1140862144,0.195266411384072
parkinsons disease,isosorbide dinitrate,HC206,MED1140861008,0.195248109536123
Parkinson's disease,mania/bipolar disorder/manic depression,FH1262,HC233,0.195104961676224
parkinsons disease,Speech-reception-threshold (SRT) estimate (left),HC206,INI20019,0.194981681305571
parkinsons disease,Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (right),HC206,INI25833,0.19490499818041
parkinsons disease,emphysema,HC206,HC431,0.19465170159442
Parkinson's disease,fracture neck/cervical fracture,FH1262,HC315,0.194595820049689
parkinsons disease,sodium warfarin,HC206,MED1140910832,0.194554994334583
parkinsons disease,adcal-d3 1.5g/10micrograms chewable tablet,HC206,MED1141164828,0.194538537259157
Parkinson's disease,Weighted-mean ICVF in tract parahippocampal part of cingulum (left),FH1262,INI25656,0.194502674840252
Parkinson's disease,Median T2star in hippocampus (right),FH1262,INI25035,0.194422358989104
Parkinson's disease,sodium cromoglicate,FH1262,MED1140909788,0.194407579840202
parkinsons disease,clobetasol,HC206,MED1140888074,0.194388718718513
Parkinson's disease,premique 0.625mg/5mg tablet,FH1262,MED1140922804,0.19398756199741
Parkinson's disease,vesicare 5mg tablet,FH1262,MED1141200384,0.193949460597684
parkinsons disease,3mm cylindrical power (right),HC206,INI5116,0.19353170768445
parkinsons disease,menophase tablet,HC206,MED1140912212,0.193234862040852
parkinsons disease,telmisartan,HC206,MED1141166006,0.192985982541951
Parkinson's disease,quinine,FH1262,MED1140874420,0.192752315803166
Parkinson's disease,leukaemia,FH1262,cancer1048,0.192454550738927
Parkinson's disease,myositis/myopathy,FH1262,HC5,0.192330084119167
parkinsons disease,flucloxacillin,HC206,MED1140872694,0.192305636295081
Parkinson's disease,rabeprazole sodium,FH1262,MED1141168584,0.192154123717898
Parkinson's disease,ranitidine,FH1262,MED1140879406,0.192140814496374
Parkinson's disease,Weighted-mean OD in tract acoustic radiation (left),FH1262,INI25677,0.192040297914776
Parkinson's disease,thiamine preparation,FH1262,MED1140888366,0.191929673593771
parkinsons disease,beconase 50micrograms nasal spray,HC206,MED1140876136,0.191882544832157
Parkinson's disease,hepacon b12 1mg/1ml injection,FH1262,MED1140858452,0.191778807702818
Parkinson's disease,meloxicam,FH1262,MED1140926732,0.191418735062934
Parkinson's disease,fexofenadine,FH1262,MED1141146428,0.191304079004314
Parkinson's disease,myocarditis,FH1262,HC2,0.191286049027141
parkinsons disease,micardis 20mg tablet,HC206,MED1141172492,0.190665385008954
Parkinson's disease,Mean FA in tapetum on FA skeleton (right),FH1262,INI25102,0.190586184969159
parkinsons disease,Volume of grey matter in Frontal Operculum Cortex (left),HC206,INI25862,0.190585963896259
Parkinson's disease,oestrogen product,FH1262,MED1140884622,0.190549409050814
Parkinson's disease,Visceral adipose tissue volume (VAT),FH1262,INI22407,0.190117498297161
Parkinson's disease,calcium carbonate+cholecalciferol 1.25g/200iu tablet,FH1262,MED1141146606,0.189789187507685
Parkinson's disease,Maximum carotid IMT (intima-medial thickness) at 210 degrees,FH1262,INI22678,0.189772079621922
Parkinson's disease,rino clenil 50micrograms nasal spray,FH1262,MED1141192916,0.189766224748272
Parkinson's disease,aciclovir,FH1262,MED1140874370,0.189739477217546
Parkinson's disease,Mean ISOVF in inferior cerebellar peduncle on FA skeleton (left),FH1262,INI25451,0.1895666236054
parkinsons disease,Weighted-mean MO in tract cingulate gyrus part of cingulum (left),HC206,INI25546,0.189566091265431
parkinsons disease,Weighted-mean L2 in tract medial lemniscus (left),HC206,INI25613,0.189555774035421
Parkinson's disease,anusol cream,FH1262,MED1140865816,0.189509518992393
Parkinson's disease,allergy or anaphylactic reaction to drug,FH1262,HC77,0.189439533670241
parkinsons disease,Volume of grey matter in Postcentral Gyrus (right),HC206,INI25815,0.189423541550289
Parkinson's disease,Mean ICVF in corticospinal tract on FA skeleton (left),FH1262,INI25351,0.18924674233124
Parkinson's disease,fracture patella/knee,FH1262,HC293,0.189172700053519
Parkinson's disease,clarithromycin,FH1262,MED1140873634,0.188990030804635
Parkinson's disease,lymphoedema,FH1262,HC433,0.188925251192739
parkinsons disease,Weighted-mean OD in tract parahippocampal part of cingulum (right),HC206,INI25684,0.188750409700503
Parkinson's disease,Atorvastatin,FH1262,MED1000000002,0.188468727312358
Parkinson's disease,furosemide,FH1262,MED1140909708,0.188101807363844
parkinsons disease,Mean ICVF in external capsule on FA skeleton (left),HC206,INI25377,0.187895844869364
Parkinson's disease,alcohol dependency,FH1262,HC375,0.187724323450611
parkinsons disease,senokot 7.5mg tablet,HC206,MED1140851088,0.187403845304057
Parkinson's disease,cymalon cranberry 1.5g/5ml liquid,FH1262,MED1141200108,0.187384375994854
Parkinson's disease,Volume of grey matter in Thalamus (left),FH1262,INI25878,0.187378510218696
parkinsons disease,zantac 75 tablet,HC206,MED1140916980,0.187074143520767
parkinsons disease,indivina 1mg/2.5mg tablet,HC206,MED1141172436,0.187012313959776
parkinsons disease,vitamin a,HC206,MED1140852756,0.186942327355471
Parkinson's disease,prempak 0.625 tablet,FH1262,MED1140857636,0.186894603870793
parkinsons disease,rheumatoid arthritis,HC206,HC430,0.186868185267306
Parkinson's disease,inflammatory bowel disease,FH1262,HC95,0.186802796630569
Parkinson's disease,salmeterol+fluticasone propionate,FH1262,MED1141164086,0.186782974400592
parkinsons disease,colitis/not crohns or ulcerative colitis,HC206,HC307,0.186725347479044
Parkinson's disease,tinnitus/tiniitis,FH1262,HC116,0.186682982368897
parkinsons disease,Weighted-mean MD in tract medial lemniscus (left),HC206,INI25532,0.186674117666131
Parkinson's disease,gallbladder/bile duct cancer,FH1262,cancer1025,0.186064822730051
Parkinson's disease,bimatoprost,FH1262,MED1141179914,0.185890808481751
parkinsons disease,naproxen,HC206,MED1140871462,0.185881444261841
parkinsons disease,Lifetime number of sexual partners,HC206,INI2149,0.185710393105391
Parkinson's disease,Mean ICVF in fornix cres+stria terminalis on FA skeleton (left),FH1262,INI25383,0.185698186714813
parkinsons disease,Weighted-mean FA in tract uncinate fasciculus (right),HC206,INI25514,0.185405647729536
parkinsons disease,imipramine,HC206,MED1140879630,0.185051087345477
parkinsons disease,beclometasone,HC206,MED1140909786,0.185001999704403
Parkinson's disease,ectopic pregnancy,FH1262,HC3,0.184852234907043
Parkinson's disease,lung cancer,FH1262,cancer1001,0.184752630748458
parkinsons disease,Weighted-mean L3 in tract medial lemniscus (left),HC206,INI25640,0.184573718024098
parkinsons disease,iron sulphate,HC206,MED1140910548,0.184431003484204
Parkinson's disease,penicillin,FH1262,MED1140882498,0.184296812060581
Parkinson's disease,food intolerance,FH1262,HC89,0.184282995036872
Parkinson's disease,simvador 10mg tablet,FH1262,MED1141188146,0.184026073590929
Parkinson's disease,polio/poliomyelitis,FH1262,HC408,0.183980528560426
Parkinson's disease,peripheral nerve disorder,FH1262,HC128,0.183868164274117
Parkinson's disease,bezafibrate,FH1262,MED1140861924,0.18363288624431
parkinsons disease,Age COPD (Chronic Obstructive Pulmonary Disease) diagnosed by doctor,HC206,INI22150,0.183545818637439
parkinsons disease,brinzolamide,HC206,MED1141176284,0.183418189755908
parkinsons disease,Mean ISOVF in corticospinal tract on FA skeleton (right),HC206,INI25446,0.183368708263537
Parkinson's disease,Mean ICVF in pontine crossing tract on FA skeleton,FH1262,INI25345,0.183274493558376
parkinsons disease,6mm asymmetry index (left),HC206,INI5157,0.183215648595243
Parkinson's disease,kalms tablet,FH1262,MED1140911636,0.183088249554301
parkinsons disease,Chest pain due to walking ceases when standing still,HC206,BIN3616,0.183062015999259
Parkinson's disease,Cancer year/age first occurred,FH1262,INI84,0.18306033233351
parkinsons disease,capasal shampoo,HC206,MED1140878512,0.182890343178337
parkinsons disease,fracture face/orbit/eye socket,HC206,HC341,0.182838878509308
Parkinson's disease,finasteride,FH1262,MED1140868550,0.182795873943644
parkinsons disease,Mean FA in fornix cres+stria terminalis on FA skeleton (right),HC206,INI25094,0.182581464512081
parkinsons disease,vitiligo,HC206,HC289,0.182291631077524
Parkinson's disease,letrozole,FH1262,MED1141145896,0.181831595647955
parkinsons disease,Mean ISOVF in inferior cerebellar peduncle on FA skeleton (right),HC206,INI25450,0.1816606537771
Parkinson's disease,tildiem 60mg m/r tablet,FH1262,MED1140861128,0.181572016622529
Parkinson's disease,dysmenorrhoea/dysmenorrhea,FH1262,HC10,0.181561050883607
Parkinson's disease,Mean FA in corticospinal tract on FA skeleton (right),FH1262,INI25062,0.181393956018443
Parkinson's disease,amiloride,FH1262,MED1140888512,0.181292024060336
parkinsons disease,"Mean signal-to-noise ratio (SNR), (left)",HC206,INI4233,0.181170464931715
parkinsons disease,hepatitis c,HC206,HC249,0.18111211815153
Parkinson's disease,90th percentile of BOLD effect (in group-defined amygdala activation mask) for shapes-faces contrast,FH1262,INI25767,0.1810608385261
parkinsons disease,"Volume of grey matter in Cingulate Gyrus, posterior division (left)",HC206,INI25840,0.181032679283619
