Sheet,Trait1,Trait2,corr,Reference,Source,Dataset
DeGAs,parkinsons_disease,anxiety_panic_attacks,0.95957899,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,ramipril,0.95930724,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,thyroid_problem_not_cancer,0.95924156,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,tenofovir,0.95900372,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,almotriptan,0.95898674,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,myositis_myopathy,0.95892123,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,oesophagitis_barretts_oesophagus,0.95880018,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,propranolol,0.95874855,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,mean_isovf_in_inferior_cerebellar_peduncle_on_f...,0.95873294,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,number_of_live_births,0.95838528,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,nasonex_0_05%_aqueous_nasal_spray,0.95837839,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,simvador_10mg_tablet,0.95822027,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,cimetidine,0.95819836,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,sjogrens_syndrome_sicca_syndrome,0.95818192,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,citalopram,0.95815939,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,amoxicillin,0.9579807,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_planum_temporale_left,0.95780733,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,vertigo,0.95756103,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,femur_upper_neck_bmd_bone_mineral_density_t_sco...,0.95754505,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,budesonide+formoterol,0.95748406,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,sodium_cromoglicate,0.95746878,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,parathyroid_gland_problem_not_cancer,0.95738664,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,carbamazepine,0.95738149,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,asasantin_retard_m_r_capsule,0.95730234,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,pravastatin,0.95725169,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,aplastic_anaemia,0.95721436,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,prostatitis,0.95706169,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,motor_neurone_disease,0.95697293,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,travatan_40micrograms_ml_eye_drops,0.9569429,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,antihistamine_60mg_tablet,0.95678075,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,hiv_aids,0.95665086,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,fracture_nose,0.95630135,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,zinc_product,0.95628641,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,cervical_cancer,0.95628532,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,tegretol_100mg_tablet,0.95616097,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,sildenafil,0.9559656,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,prempak_0_625_tablet,0.95568416,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,back_pain_for_3+_months,0.95552443,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,oesophageal_disorder,0.95542406,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,losartan_potassium+hydrochlorothiazide_50mg_12_...,0.95532306,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,fracture_sternum,0.95523288,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_mo_in_tract_middle_cerebellar_ped...,0.95523154,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,6mm_regularity_index_left,0.95519272,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,nervous_breakdown,0.95508141,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,lyrica_25mg_capsule,0.95504068,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,dutasteride,0.95486506,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,age_stroke_diagnosed,0.95466443,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,magnesium_carbonate,0.95436948,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,cyanocobalamin_product,0.95434983,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,budesonide,0.95403477,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,knee_pain_for_3+_months,0.95394008,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_od_in_tract_corticospinal_tract_left,0.95389999,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,median_bold_effect_in_group_defined_mask_for_sh...,0.95368157,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,allergy_or_anaphylactic_reaction_to_food,0.95337814,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,flixotide_25micrograms_inhaler,0.95327553,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,femulen_tablet,0.95320767,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,co_amilozide,0.95297675,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,folic_acid_product,0.95293191,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,peptic_ulcer,0.95288459,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,protelos_2g_sachets,0.95254076,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,leg_claudication_intermittent_claudication,0.95252364,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,bimatoprost,0.95250108,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,voltarol_25mg_e_c_tablet,0.95239328,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,lactulose_product,0.95239096,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,scoliosis,0.95238882,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,disc_problem,0.9523688,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,age_tuberculosis_diagnosed_by_doctor,0.95217935,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,regulan_3_6g_sachet_powder,0.95199885,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,median_z_statistic_in_group_defined_amygdala_ac...,0.95193187,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,tolterodine_l_tartrate,0.95175991,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,ipratropium,0.95164808,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,senna,0.95155892,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,lv_ejection_fraction,0.95147251,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,pneumonia,0.95146109,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,solpadeine_capsule,0.95127199,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,3mm_index_of_best_keratometry_results_right,0.95124585,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,bronchitis,0.95115723,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,liver_hepatocellular_cancer,0.95101039,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,average_weekly_fortified_wine_intake,0.95075901,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,calcipotriol,0.95071577,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,detrusitol_1mg_tablet,0.95068779,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,blepharitis_eyelid_infection,0.95063321,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,colpermin_0_2ml_m_r_gel_e_c_capsule,0.95057926,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,alphagan_0_2%_eye_drops,0.95056171,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_inferior_frontal_gyrus...,0.950404,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
