Sheet,Tissue,Sig,Reference,Source,Dataset
Nalls2019,Artery_Tibial,0.99747,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Bladder,0.97376,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Brain_Amygdala,0.00016895,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Brain_Anterior_cingulate_cortex_BA24,2.03e-05,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Brain_Caudate_basal_ganglia,0.00017761,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Brain_Cerebellar_Hemisphere,2.39e-09,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Brain_Cerebellum,2.41e-09,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Brain_Cortex,4.32e-06,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Brain_Frontal_Cortex_BA9,1.98e-06,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Brain_Hippocampus,0.00010695,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Brain_Hypothalamus,1.12e-05,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Brain_Nucleus_accumbens_basal_ganglia,2.8e-05,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Brain_Putamen_basal_ganglia,0.00049854,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Brain_Spinal_cord_cervical_c-1,0.00099469,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Brain_Substantia_nigra,5.84e-05,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Breast_Mammary_Tissue,0.99794,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Cells_EBV-transformed_lymphocytes,0.28942,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Cells_Transformed_fibroblasts,0.92853,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Cervix_Ectocervix,0.96361,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Cervix_Endocervix,0.97008,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Colon_Sigmoid,0.99604,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Colon_Transverse,0.99864,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Esophagus_Gastroesophageal_Junction,0.99688,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Esophagus_Mucosa,0.8377,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Esophagus_Muscularis,0.99186,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Fallopian_Tube,0.99842,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Heart_Atrial_Appendage,0.99973,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Heart_Left_Ventricle,0.99414,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Kidney_Cortex,0.97757,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Liver,0.96377,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Lung,0.97078,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Minor_Salivary_Gland,0.9346,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Muscle_Skeletal,0.6951,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Nerve_Tibial,0.92036,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Ovary,0.90752,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Pancreas,0.96417,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Pituitary,0.00091599,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Prostate,0.99596,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Skin_Not_Sun_Exposed_Suprapubic,0.53974,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Skin_Sun_Exposed_Lower_leg,0.49081,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Small_Intestine_Terminal_Ileum,0.99967,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Spleen,0.91569,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Stomach,0.99464,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Testis,0.068134,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Thyroid,0.97297,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Uterus,0.99827,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Vagina,0.94712,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Whole_Blood,0.70248,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Adipose_Tissue,0.96718,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Adrenal_Gland,0.01189,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Bladder,0.69221,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Blood,0.29862,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Blood_Vessel,0.913,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Brain,4.85e-09,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Breast,0.93349,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Cervix_Uteri,0.61723,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Colon,0.93605,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Esophagus,0.67968,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Fallopian_Tube,0.95041,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Heart,0.94973,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Kidney,0.81291,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Liver,0.86076,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Lung,0.80211,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Muscle,0.27813,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Nerve,0.45005,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Ovary,0.45694,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Pancreas,0.78867,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Pituitary,5.74e-06,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Prostate,0.89796,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Salivary_Gland,0.62914,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Skin,0.21477,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Small_Intestine,0.99442,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Spleen,0.66688,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Stomach,0.88029,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Testis,0.017443,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Thyroid,0.76563,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Uterus,0.9281,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Nalls2019,Vagina,0.58515,"Nalls et al, 2019 (Lancet Neurology)",magma_exp_gtex_v7_ts_general_avg_log2TPM.gcov.out,GTEx V7
Agarwal2020,Amygdala,0.77213512,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Anterior_cingulate_cortex,0.16204316,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Caudate,0.93297949,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Cerebellar_Hemisphere,0.20132195,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Cerebellum,0.31484575,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Cortex,0.09271662,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Frontal_Cortex,0.03257016,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Hippocampus,0.57705493,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Hypothalamus,0.66697055,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Nucleus_accumbens,0.41750557,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Putamen,0.71941917,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Spinal_cord,0.5061094,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Substantia_nigra,0.57877734,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Amygdala,0.75569,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Anterior_cingulate_cortex,0.084374,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Caudate,0.74277,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Cerebellar_Hemisphere,0.0061884,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Cerebellum,0.0015232,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Cortex,0.023545,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Frontal_Cortex,0.0052058,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Hippocampus,0.81949,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Hypothalamus,0.90195,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Nucleus_accumbens,0.6477,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Putamen,0.67269,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Spinal_cord,0.61531,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Agarwal2020,Substantia_nigra,0.36872,"Agarwal et al, 2020 (Nature Communications)",Supplementary Materials (Table S9),"GTEx - Finucane et al, 2018 (Nature Genetics)"
Nott2019,Brain (PsychENCODE),0.00275808,"Nott et al, 2019 (Science)",Reconstructed by review authors,PsychENCODE
Coetzee2016,Liver,1e-10,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Substantia Nigra,4.17e-08,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Placenta,3.96e-06,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Adrenal Gland,1.4e-05,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Liver,8.72e-05,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Angular Gyrus,0.00016365,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Hippocampus Middle,0.00046476,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Hippocampus Middle,0.00053104,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Duodenum Smooth Muscle,0.00085826,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain_Dorsolateral_Prefrontal_Cortex,0.00212476,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Smooth Muscle,0.00324276,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Anterior Caudate,0.00363616,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Inferior Temporal Lobe,0.00375286,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Anterior Caudate,0.00597,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Large,0.00655982,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Angular Gyrus,0.00674733,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Anterior Caudate,0.0084714,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Sigmoid Colon,0.00951756,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Small,0.01173448,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain_Dorsolateral_Prefrontal_Cortex,0.01237227,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Substantia Nigra,0.01278424,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Left Ventricle,0.01316456,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 29,0.01401472,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Duodenum Smooth Muscle,0.01628319,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Angular Gyrus,0.0195197,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Stomach,0.02038685,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Small,0.03222111,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Stomach Smooth Muscle,0.03495512,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Smooth Muscle,0.05533321,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Large,0.08172455,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Inferior Temporal Lobe,0.08247133,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Cingulate Gyrus,0.09834113,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Small,0.10240062,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Muscle Leg,0.1084465,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Aorta,0.10975955,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Skeletal Muscle Female,0.11142005,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain_Dorsolateral_Prefrontal_Cortex,0.11700213,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Aorta,0.11902999,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Skeletal Muscle Female,0.1353259,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Left Ventricle,0.19012356,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Anterior Caudate,0.19941282,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 31,0.2005424,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Adrenal Gland,0.21806534,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Stomach,0.22883506,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Muscle Leg,0.23254049,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Hippocampus Middle,0.24316248,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Adrenal Gland,0.25785282,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Ovary,0.25927119,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Left Ventricle,0.26320341,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Liver,0.27113606,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Cingulate Gyrus,0.31352203,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Hippocampus Middle,0.36329309,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Aorta,0.49905495,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Smooth Muscle,0.50692493,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Ovary,0.50692493,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Large,0.53377735,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Thymus,0.53690576,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Stomach Smooth Muscle,0.57217079,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain_Dorsolateral_Prefrontal_Cortex,0.59117378,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Skeletal Muscle Female,0.69343133,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Angular Gyrus,0.71778392,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 29,0.72439337,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 31,0.72439337,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Inferior Temporal Lobe,0.77757728,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Smooth Muscle,0.79271684,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Placenta,0.80280477,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Duodenum Smooth Muscle,0.81126781,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Thymus,0.83589163,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Ovary,0.83677951,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Adrenal Gland,0.85403441,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Thymus,0.87701198,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Liver,0.90898809,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Thymus,0.93957622,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 29,0.94626095,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Adrenal Gland,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Cingulate Gyrus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Substantia Nigra,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Sigmoid Colon,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Large,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Small,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Stomach,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
